,browserbite-svm-internal,browserbite-nn-internal,browserbite-dt-internal,browserbite-randomforest-internal,crosscheck-svm-internal,crosscheck-nn-internal,crosscheck-dt-internal,crosscheck-randomforest-internal,image_diff_extractor-cnn-internal,browserninja1-svm-internal,browserninja1-nn-internal,browserninja1-dt-internal,browserninja1-randomforest-internal
0,0.5203706239444976,0.5771965858779496,0.5678397005796705,0.568816468118125,0.6810625770231412,0.6988634807613309,0.5557259573691177,0.7419873111506686,0.5497923227897211,0.7150120954858733,0.7640695604546077,0.6898717422063992,0.7288968004016615
1,0.7612062755142881,0.5228527975666373,0.5987152805571119,0.5264948371087809,0.5275354198351077,0.5067437765148484,0.7541423196990314,0.7401144640998959,0.5758824941967501,0.7645481469622988,0.7848194989193948,0.6756583686864645,0.7655887296886256
2,0.7529593981635136,0.5438516428808496,0.5724914260427039,0.5362733709481137,0.5336182099789799,0.533037393516982,0.6724886602500276,0.7615610133864366,0.5518032968248701,0.7705774975107866,0.7628332780174798,0.710711915034849,0.8232243611018918
3,0.6055268261150615,0.5972850678733032,0.5762766645119586,0.5808015513897866,0.5155946994182289,0.521574014221073,0.7531512605042016,0.723093083387201,0.5,0.8262766645119586,0.7979153199741436,0.7820782159017453,0.777230122818358
4,0.6134475301616207,0.5349704074664239,0.5554006373776462,0.5108695652173914,0.5043250625995903,0.4928010471204188,0.6749658547689505,0.6815103573867516,0.5823753699066696,0.6736569542453904,0.6584623264284089,0.7029933985886638,0.6712952424311405
5,0.529807606982434,0.6564117624687833,0.573504865815061,0.6153449594550624,0.5917236774828757,0.5998580187702566,0.7368487773134278,0.7209582887881311,0.5,0.7391052647147064,0.7439943207508102,0.7368487773134278,0.7574867632082687
6,0.7456008881487649,0.5600055509297808,0.5233555370524564,0.4891895642520122,0.5308354149320011,0.5275048570635582,0.7145989453233418,0.8595892311962253,0.5320843741326673,0.8791978906466834,0.8212739383846794,0.76834582292534,0.8970857618651124
7,0.6850216253129979,0.5840883223309811,0.6178693375825176,0.6238902799908946,0.5805486000455269,0.5636467106760755,0.6276917823810607,0.71962212610972,0.646289551559299,0.7260414295470066,0.7031185977691783,0.6849191896198499,0.7484293193717277
8,0.6676457861802689,0.6004110637731328,0.4919617893755824,0.6885068566103049,0.5727349886832646,0.5374617228065504,0.7045167088270536,0.7263430302223406,0.5991795366795366,0.709442817201438,0.711597989615231,0.7465966582345893,0.711290107841832
9,0.525943721063282,0.5690322819879857,0.5395499380211257,0.5035174335448737,0.6980913685147319,0.6618204837530592,0.71973364976109,0.7651742295019441,0.5848978143176496,0.7473486814921546,0.7987620117177154,0.8371465350101178,0.8136475362073167
