,browserbite-svm-external,browserbite-nn-external,browserbite-dt-external,browserbite-randomforest-external,crosscheck-svm-external,crosscheck-nn-external,crosscheck-dt-external,crosscheck-randomforest-external,browserninja1-svm-external,browserninja1-nn-external,browserninja1-dt-external,browserninja1-randomforest-external
0,0.282051282051282,0.282051282051282,0.0,0.4358974358974359,0.7692307692307693,0.7692307692307693,0.7948717948717948,0.8974358974358975,0.7948717948717948,0.9487179487179488,0.8717948717948718,0.9487179487179487
1,0.0714285714285714,0.0714285714285714,0.1428571428571428,0.0357142857142857,0.3214285714285714,0.3571428571428571,0.3214285714285714,0.75,0.8928571428571429,0.8571428571428571,0.8571428571428571,0.8571428571428571
2,0.0379746835443038,0.0379746835443038,0.0379746835443038,0.0253164556962025,0.1645569620253164,0.1645569620253164,0.4556962025316455,0.5569620253164557,0.7088607594936709,0.6835443037974683,0.5569620253164557,0.5569620253164557
3,0.3157894736842105,0.3157894736842105,0.0,0.2631578947368421,0.0526315789473684,0.0,0.7894736842105263,0.7894736842105263,0.7894736842105263,0.9473684210526316,0.8947368421052632,1.0
4,0.303030303030303,0.2727272727272727,0.1515151515151515,0.1515151515151515,0.0303030303030303,0.0303030303030303,0.4848484848484848,0.6363636363636364,0.4848484848484848,0.7272727272727273,0.6666666666666666,0.696969696969697
5,0.1308411214953271,0.1214953271028037,0.2990654205607476,0.1682242990654205,0.6915887850467289,0.5233644859813084,0.6355140186915887,0.5700934579439252,0.794392523364486,0.7663551401869159,0.7383177570093458,0.7570093457943925
6,0.0555555555555555,0.0185185185185185,0.037037037037037,0.0,0.0185185185185185,0.0185185185185185,0.3148148148148148,0.5185185185185185,0.6666666666666666,0.6851851851851852,0.6666666666666666,0.6666666666666666
7,0.1333333333333333,0.0666666666666666,0.1333333333333333,0.08,0.2133333333333333,0.3066666666666666,0.5333333333333333,0.5866666666666667,0.84,0.8933333333333333,0.68,0.7066666666666667
8,0.0704225352112676,0.028169014084507,0.0845070422535211,0.0985915492957746,0.1549295774647887,0.2676056338028169,0.3380281690140845,0.5070422535211268,0.7605633802816901,0.5915492957746479,0.704225352112676,0.49295774647887325
9,0.06,0.11,0.04,0.21,0.66,0.37,0.68,0.65,0.8,0.8,0.68,0.83
