,browserbite-svm-external,browserbite-nn-external,browserbite-dt-external,browserbite-randomforest-external,crosscheck-svm-external,crosscheck-nn-external,crosscheck-dt-external,crosscheck-randomforest-external,browserninja1-svm-external,browserninja1-nn-external,browserninja1-dt-external,browserninja1-randomforest-external
0,0.6377183650184252,0.633509104645605,0.4852675886951292,0.7134387961206964,0.8819094315185716,0.8837134002497803,0.8923246526974727,0.9439073654347256,0.8950306057942858,0.9725550056277658,0.925975607875788,0.9722543441725642
1,0.4976538060479666,0.5179874869655892,0.5615224191866527,0.5121220020855057,0.6523722627737226,0.6592805005213764,0.6471584984358707,0.8703076120959332,0.942778936392075,0.9254431699687174,0.923879040667362,0.9259645464025026
2,0.5163882514537633,0.4933213248780648,0.4813005321555177,0.4824438028968342,0.5731816648982982,0.571882119739104,0.7245992383678371,0.7573634038213208,0.8307136805915398,0.8167559075842443,0.7742574908908464,0.7739326046010477
3,0.6187010078387458,0.6326987681970886,0.4888017917133259,0.6226203807390818,0.524636058230683,0.4944008958566629,0.8924972004479284,0.8941769316909295,0.891377379619261,0.9697648376259798,0.9412094064949608,0.996080627099664
4,0.6064701064701065,0.5964665964665965,0.5648180648180648,0.5693225693225694,0.5119340119340119,0.5125775125775125,0.7372762372762373,0.814964314964315,0.7398502398502399,0.861062361062361,0.8326898326898325,0.8459108459108459
5,0.5538719049354712,0.5548786745320909,0.6294645542788593,0.5808936716834108,0.7920268802174196,0.6986379415896697,0.8137812425907773,0.7822068955755219,0.8953030394179491,0.8826096034141696,0.8663190451082322,0.8781260284443374
6,0.5133342773529689,0.473575317033261,0.4773120614242109,0.4723874256584537,0.507984832751188,0.5054359797350452,0.6285204065577898,0.7562855974070928,0.7942509204191447,0.8353708423801881,0.8231379212687624,0.8239875389408099
7,0.5395534290271132,0.5221690590111643,0.5613503455608719,0.5392025518341308,0.6048059542796386,0.6310047846889951,0.7610845295055821,0.7869537480063795,0.9176076555023924,0.9458692185007974,0.8357469431153642,0.8530675172780435
8,0.5179156701213571,0.509053060501373,0.5265302506865089,0.544578793515812,0.5765213925059792,0.6064443263353707,0.665554965010187,0.7522632651253433,0.8783948976880148,0.794831251660909,0.8345026131632562,0.7464788732394366
9,0.5135643564356436,0.5536138613861387,0.5013861386138614,0.6006435643564356,0.8185148514851486,0.6832178217821783,0.8356435643564357,0.8212376237623762,0.8978217821782178,0.898019801980198,0.8330693069306931,0.9124257425742575
