,browserbite-svm-external,browserbite-nn-external,browserbite-dt-external,browserbite-randomforest-external,crosscheck-svm-external,crosscheck-nn-external,crosscheck-dt-external,crosscheck-randomforest-external,browserninja1-svm-external,browserninja1-nn-external,browserninja1-dt-external,browserninja1-randomforest-external
0,0.360655737704918,0.2933333333333333,0.0,0.4788732394366197,0.7692307692307693,0.8333333333333333,0.7126436781609194,0.7777777777777778,0.7948717948717948,0.902439024390244,0.6415094339622641,0.891566265060241
1,0.0388349514563106,0.0625,0.1568627450980392,0.05,0.3396226415094339,0.2666666666666666,0.2857142857142857,0.7241379310344827,0.8333333333333334,0.8275862068965518,0.7868852459016394,0.8421052631578947
2,0.0666666666666666,0.0372670807453416,0.0303030303030303,0.0229885057471264,0.2166666666666666,0.2096774193548387,0.576,0.4680851063829787,0.5384615384615384,0.5142857142857142,0.6470588235294117,0.6423357664233575
3,0.1263157894736842,0.1714285714285714,0.0,0.25,0.0869565217391304,0.0,0.7894736842105263,0.8571428571428572,0.7500000000000001,0.8181818181818181,0.7234042553191489,0.8444444444444443
4,0.1769911504424778,0.173076923076923,0.1818181818181818,0.2083333333333333,0.0512820512820512,0.0526315789473684,0.5614035087719298,0.7118644067796609,0.6037735849056605,0.7868852459016394,0.7857142857142856,0.7666666666666667
5,0.1538461538461538,0.1721854304635761,0.2612244897959184,0.2535211267605633,0.3182795698924731,0.2258064516129032,0.6938775510204082,0.6666666666666666,0.8415841584158417,0.8541666666666666,0.7860696517412935,0.8526315789473685
6,0.0659340659340659,0.014388489208633,0.0261437908496732,0.0,0.0344827586206896,0.03125,0.2446043165467626,0.6292134831460674,0.3956043956043956,0.6851851851851852,0.631578947368421,0.6428571428571429
7,0.106951871657754,0.081967213114754,0.1904761904761904,0.1428571428571428,0.3265306122448979,0.2527472527472527,0.588235294117647,0.6153846153846153,0.8571428571428572,0.9241379310344828,0.7183098591549296,0.821705426356589
8,0.0763358778625954,0.0449438202247191,0.0944881889763779,0.1505376344086021,0.2588235294117647,0.2146892655367231,0.4528301886792453,0.6486486486486486,0.8244274809160305,0.7241379310344829,0.5649717514124294,0.660377358490566
9,0.0634920634920634,0.1864406779661017,0.0404040404040404,0.2937062937062937,0.5892857142857142,0.5068493150684931,0.7157894736842104,0.7065217391304347,0.837696335078534,0.8421052631578948,0.6699507389162562,0.8469387755102041
