,browserbite-svm-external,browserbite-nn-external,browserbite-dt-external,browserbite-randomforest-external,crosscheck-svm-external,crosscheck-nn-external,crosscheck-dt-external,crosscheck-randomforest-external,browserninja1-svm-external,browserninja1-nn-external,browserninja1-dt-external,browserninja1-randomforest-external
0,0.360655737704918,0.2933333333333333,0.0437956204379562,0.5070422535211268,0.7692307692307693,0.8333333333333333,0.7142857142857142,0.7659574468085106,0.7948717948717948,0.902439024390244,0.7894736842105263,0.875
1,0.0388349514563106,0.0869565217391304,0.0634920634920634,0.0512820512820512,0.3396226415094339,0.2666666666666666,0.6557377049180327,0.7,0.8333333333333334,0.793103448275862,0.8135593220338982,0.8387096774193549
2,0.0666666666666666,0.048780487804878,0.036144578313253,0.0392156862745098,0.2166666666666666,0.2096774193548387,0.3333333333333332,0.4385026737967914,0.5384615384615384,0.5142857142857142,0.5891472868217054,0.7142857142857143
3,0.1263157894736842,0.1081081081081081,0.0615384615384615,0.303030303030303,0.0869565217391304,0.0,0.8484848484848484,0.8333333333333333,0.7500000000000001,0.8181818181818181,0.8260869565217391,0.8636363636363636
4,0.1769911504424778,0.0697674418604651,0.0425531914893617,0.048780487804878,0.0512820512820512,0.0526315789473684,0.5818181818181818,0.6779661016949152,0.6037735849056605,0.6785714285714286,0.7096774193548386,0.75
5,0.154696132596685,0.1721854304635761,0.3157894736842105,0.2657342657342657,0.3182795698924731,0.2299794661190964,0.2478991596638655,0.7134502923976607,0.8415841584158417,0.8393782383419688,0.6736842105263158,0.7514450867052023
6,0.0674157303370786,0.0158730158730158,0.032,0.0,0.0344827586206896,0.03125,0.2993197278911564,0.3924050632911393,0.3956043956043956,0.6851851851851852,0.5625,0.6788990825688074
7,0.106951871657754,0.081967213114754,0.4113475177304964,0.1720430107526881,0.3265306122448979,0.2527472527472527,0.4552845528455284,0.6666666666666665,0.8571428571428572,0.9241379310344828,0.7323943661971832,0.7741935483870968
8,0.0763358778625954,0.0449438202247191,0.0555555555555555,0.0277777777777777,0.2588235294117647,0.2146892655367231,0.3218390804597701,0.6,0.8244274809160305,0.7241379310344829,0.6486486486486486,0.7521367521367522
9,0.0904522613065326,0.1864406779661017,0.0246913580246913,0.2686567164179104,0.5892857142857142,0.5068493150684931,0.5952380952380952,0.7135135135135134,0.837696335078534,0.8421052631578948,0.7864077669902914,0.8121827411167513
