,browserbite-svm-internal,browserbite-nn-internal,browserbite-dt-internal,browserbite-randomforest-internal,crosscheck-svm-internal,crosscheck-nn-internal,crosscheck-dt-internal,crosscheck-randomforest-internal,image_diff_extractor-cnn-internal,browserninja1-svm-internal,browserninja1-nn-internal,browserninja1-dt-internal,browserninja1-randomforest-internal,image_diff_extractor-svm-internal,image_diff_extractor-nn-internal,image_diff_extractor-dt-internal,image_diff_extractor-randomforest-internal
0,0.5203706239444976,0.5771965858779496,0.5678397005796705,0.568816468118125,0.6810625770231412,0.6988634807613309,0.5557259573691177,0.7419873111506686,0.6309644438358665,0.7150120954858733,0.7640695604546077,0.6898717422063992,0.7288968004016615,0.5887580446391895,0.5034871513989685,0.5452051668264184,0.525875211100461
1,0.7612062755142881,0.5228527975666373,0.5987152805571119,0.5264948371087809,0.5275354198351077,0.5067437765148484,0.7541423196990314,0.7401144640998959,0.6112222844793084,0.7645481469622988,0.7848194989193948,0.6756583686864645,0.7655887296886256,0.6174457696309934,0.6377171215880894,0.5753421916273113,0.533778916193068
2,0.7529593981635136,0.5438516428808496,0.5724914260427039,0.5362733709481137,0.5336182099789799,0.533037393516982,0.6724886602500276,0.7615610133864366,0.5498948998783051,0.7705774975107866,0.7628332780174798,0.710711915034849,0.8232243611018918,0.5812866467529594,0.5815493970571965,0.5499502157318287,0.5191946011726961
3,0.6055268261150615,0.5972850678733032,0.5762766645119586,0.5808015513897866,0.5155946994182289,0.521574014221073,0.7531512605042016,0.723093083387201,0.6125565610859728,0.8262766645119586,0.7979153199741436,0.7820782159017453,0.777230122818358,0.6386554621848739,0.6828539107950872,0.6349385908209437,0.5870232708468003
4,0.6134475301616207,0.5349704074664239,0.5554006373776462,0.5108695652173914,0.5043250625995903,0.4928010471204188,0.6749658547689505,0.6815103573867516,0.5530389255633964,0.6736569542453904,0.6584623264284089,0.7029933985886638,0.6712952424311405,0.5992772592761211,0.5791031185977691,0.5247552925108127,0.4986910994764398
5,0.529807606982434,0.6564117624687833,0.573504865815061,0.6153449594550624,0.5917236774828757,0.5998580187702566,0.7368487773134278,0.7209582887881311,0.5428753734402136,0.7391052647147064,0.7439943207508102,0.7368487773134278,0.7574867632082687,0.6244659857765232,0.5993847480044454,0.5386919979209891,0.5404308454221618
6,0.7456008881487649,0.5600055509297808,0.5233555370524564,0.4891895642520122,0.5308354149320011,0.5275048570635582,0.7145989453233418,0.8595892311962253,0.5308354149320011,0.8791978906466834,0.8212739383846794,0.76834582292534,0.8970857618651124,0.5325145711906745,0.5650152650568971,0.5375104079933389,0.5300027754648904
7,0.6850216253129979,0.5840883223309811,0.6178693375825176,0.6238902799908946,0.5805486000455269,0.5636467106760755,0.6276917823810607,0.71962212610972,0.6410539494650581,0.7260414295470066,0.7031185977691783,0.6849191896198499,0.7484293193717277,0.6225927612110175,0.5636580924197587,0.5489870248122012,0.6411791486455725
8,0.6676457861802689,0.6004110637731328,0.4919617893755824,0.6885068566103049,0.5727349886832646,0.5374617228065504,0.7045167088270536,0.7263430302223406,0.6286696178937557,0.709442817201438,0.711597989615231,0.7465966582345893,0.711290107841832,0.5619924111303422,0.5601451204899481,0.5841266142990281,0.5257954999334309
9,0.525943721063282,0.5690322819879857,0.5395499380211257,0.5035174335448737,0.6980913685147319,0.6618204837530592,0.71973364976109,0.7651742295019441,0.6237670441904075,0.7473486814921546,0.7987620117177154,0.8371465350101178,0.8136475362073167,0.6112335385169568,0.5505260258298281,0.6194444150147796,0.559046796698698
